sID,imageNums,imageFilenames
19,1,img/target_5.png
19,2,img/target_9.png
19,3,img/target_3.png
19,4,img/target_2.png
19,5,img/target_4.png
19,6,img/target_6.png
19,7,img/target_7.png
19,8,img/target_8.png
19,9,img/target_10.png
19,10,img/target_1.png
