pID,sess,trialNum,graph,walk,resp,path
19,1,1,lattice,8,i,img/target_8.png
19,1,2,lattice,7,u,img/target_7.png
19,1,3,lattice,5,r,img/target_4.png
19,1,4,lattice,6,b,img/target_6.png
19,1,5,lattice,8,i,img/target_8.png
19,1,6,lattice,9,p,img/target_10.png
19,1,7,lattice,0,q,img/target_1.png
19,1,8,lattice,1,v,img/target_5.png
19,1,9,lattice,0,q,img/target_1.png
19,1,10,lattice,1,v,img/target_5.png
19,1,11,lattice,2,o,img/target_9.png
19,1,12,lattice,3,e,img/target_3.png
19,1,13,lattice,1,v,img/target_5.png
19,1,14,lattice,0,q,img/target_1.png
19,1,15,lattice,2,o,img/target_9.png
19,1,16,lattice,3,e,img/target_3.png
19,1,17,lattice,4,w,img/target_2.png
19,1,18,lattice,2,o,img/target_9.png
19,1,19,lattice,0,q,img/target_1.png
19,1,20,lattice,9,p,img/target_10.png
19,1,21,lattice,7,u,img/target_7.png
19,1,22,lattice,8,i,img/target_8.png
19,1,23,lattice,7,u,img/target_7.png
19,1,24,lattice,5,r,img/target_4.png
19,1,25,lattice,3,e,img/target_3.png
19,1,26,lattice,5,r,img/target_4.png
19,1,27,lattice,4,w,img/target_2.png
19,1,28,lattice,6,b,img/target_6.png
19,1,29,lattice,7,u,img/target_7.png
19,1,30,lattice,5,r,img/target_4.png
19,1,31,lattice,7,u,img/target_7.png
19,1,32,lattice,5,r,img/target_4.png
19,1,33,lattice,3,e,img/target_3.png
19,1,34,lattice,2,o,img/target_9.png
19,1,35,lattice,4,w,img/target_2.png
19,1,36,lattice,3,e,img/target_3.png
19,1,37,lattice,4,w,img/target_2.png
19,1,38,lattice,6,b,img/target_6.png
19,1,39,lattice,8,i,img/target_8.png
19,1,40,lattice,7,u,img/target_7.png
19,1,41,lattice,5,r,img/target_4.png
19,1,42,lattice,6,b,img/target_6.png
19,1,43,lattice,4,w,img/target_2.png
19,1,44,lattice,2,o,img/target_9.png
19,1,45,lattice,1,v,img/target_5.png
19,1,46,lattice,0,q,img/target_1.png
19,1,47,lattice,8,i,img/target_8.png
19,1,48,lattice,6,b,img/target_6.png
19,1,49,lattice,5,r,img/target_4.png
19,1,50,lattice,6,b,img/target_6.png
19,1,51,lattice,8,i,img/target_8.png
19,1,52,lattice,7,u,img/target_7.png
19,1,53,lattice,5,r,img/target_4.png
19,1,54,lattice,6,b,img/target_6.png
19,1,55,lattice,5,r,img/target_4.png
19,1,56,lattice,6,b,img/target_6.png
19,1,57,lattice,5,r,img/target_4.png
19,1,58,lattice,3,e,img/target_3.png
19,1,59,lattice,4,w,img/target_2.png
19,1,60,lattice,6,b,img/target_6.png
19,1,61,lattice,8,i,img/target_8.png
19,1,62,lattice,6,b,img/target_6.png
19,1,63,lattice,4,w,img/target_2.png
19,1,64,lattice,6,b,img/target_6.png
19,1,65,lattice,8,i,img/target_8.png
19,1,66,lattice,9,p,img/target_10.png
19,1,67,lattice,7,u,img/target_7.png
19,1,68,lattice,8,i,img/target_8.png
19,1,69,lattice,7,u,img/target_7.png
19,1,70,lattice,5,r,img/target_4.png
19,1,71,lattice,4,w,img/target_2.png
19,1,72,lattice,5,r,img/target_4.png
19,1,73,lattice,7,u,img/target_7.png
19,1,74,lattice,8,i,img/target_8.png
19,1,75,lattice,6,b,img/target_6.png
19,1,76,lattice,8,i,img/target_8.png
19,1,77,lattice,0,q,img/target_1.png
19,1,78,lattice,1,v,img/target_5.png
19,1,79,lattice,2,o,img/target_9.png
19,1,80,lattice,1,v,img/target_5.png
19,1,81,lattice,2,o,img/target_9.png
19,1,82,lattice,3,e,img/target_3.png
19,1,83,lattice,2,o,img/target_9.png
19,1,84,lattice,3,e,img/target_3.png
19,1,85,lattice,1,v,img/target_5.png
19,1,86,lattice,9,p,img/target_10.png
19,1,87,lattice,8,i,img/target_8.png
19,1,88,lattice,6,b,img/target_6.png
19,1,89,lattice,7,u,img/target_7.png
19,1,90,lattice,6,b,img/target_6.png
19,1,91,lattice,4,w,img/target_2.png
19,1,92,lattice,6,b,img/target_6.png
19,1,93,lattice,4,w,img/target_2.png
19,1,94,lattice,3,e,img/target_3.png
19,1,95,lattice,5,r,img/target_4.png
19,1,96,lattice,7,u,img/target_7.png
19,1,97,lattice,6,b,img/target_6.png
19,1,98,lattice,4,w,img/target_2.png
19,1,99,lattice,6,b,img/target_6.png
19,1,100,lattice,4,w,img/target_2.png
19,1,101,lattice,2,o,img/target_9.png
19,1,102,lattice,1,v,img/target_5.png
19,1,103,lattice,2,o,img/target_9.png
19,1,104,lattice,4,w,img/target_2.png
19,1,105,lattice,5,r,img/target_4.png
19,1,106,lattice,6,b,img/target_6.png
19,1,107,lattice,7,u,img/target_7.png
19,1,108,lattice,5,r,img/target_4.png
19,1,109,lattice,3,e,img/target_3.png
19,1,110,lattice,1,v,img/target_5.png
19,1,111,lattice,9,p,img/target_10.png
19,1,112,lattice,8,i,img/target_8.png
19,1,113,lattice,6,b,img/target_6.png
19,1,114,lattice,7,u,img/target_7.png
19,1,115,lattice,9,p,img/target_10.png
19,1,116,lattice,7,u,img/target_7.png
19,1,117,lattice,9,p,img/target_10.png
19,1,118,lattice,0,q,img/target_1.png
19,1,119,lattice,2,o,img/target_9.png
19,1,120,lattice,0,q,img/target_1.png
19,1,121,lattice,8,i,img/target_8.png
19,1,122,lattice,7,u,img/target_7.png
19,1,123,lattice,5,r,img/target_4.png
19,1,124,lattice,7,u,img/target_7.png
19,1,125,lattice,9,p,img/target_10.png
19,1,126,lattice,1,v,img/target_5.png
19,1,127,lattice,2,o,img/target_9.png
19,1,128,lattice,0,q,img/target_1.png
19,1,129,lattice,2,o,img/target_9.png
19,1,130,lattice,1,v,img/target_5.png
19,1,131,lattice,0,q,img/target_1.png
19,1,132,lattice,8,i,img/target_8.png
19,1,133,lattice,6,b,img/target_6.png
19,1,134,lattice,4,w,img/target_2.png
19,1,135,lattice,3,e,img/target_3.png
19,1,136,lattice,1,v,img/target_5.png
19,1,137,lattice,3,e,img/target_3.png
19,1,138,lattice,1,v,img/target_5.png
19,1,139,lattice,0,q,img/target_1.png
19,1,140,lattice,9,p,img/target_10.png
19,1,141,lattice,7,u,img/target_7.png
19,1,142,lattice,9,p,img/target_10.png
19,1,143,lattice,7,u,img/target_7.png
19,1,144,lattice,9,p,img/target_10.png
19,1,145,lattice,8,i,img/target_8.png
19,1,146,lattice,0,q,img/target_1.png
19,1,147,lattice,8,i,img/target_8.png
19,1,148,lattice,7,u,img/target_7.png
19,1,149,lattice,9,p,img/target_10.png
19,1,150,lattice,1,v,img/target_5.png
19,1,151,lattice,9,p,img/target_10.png
19,1,152,lattice,0,q,img/target_1.png
19,1,153,lattice,9,p,img/target_10.png
19,1,154,lattice,0,q,img/target_1.png
19,1,155,lattice,1,v,img/target_5.png
19,1,156,lattice,9,p,img/target_10.png
19,1,157,lattice,8,i,img/target_8.png
19,1,158,lattice,0,q,img/target_1.png
19,1,159,lattice,2,o,img/target_9.png
19,1,160,lattice,1,v,img/target_5.png
19,1,161,lattice,0,q,img/target_1.png
19,1,162,lattice,2,o,img/target_9.png
19,1,163,lattice,3,e,img/target_3.png
19,1,164,lattice,4,w,img/target_2.png
19,1,165,lattice,2,o,img/target_9.png
19,1,166,lattice,3,e,img/target_3.png
19,1,167,lattice,5,r,img/target_4.png
19,1,168,lattice,7,u,img/target_7.png
19,1,169,lattice,6,b,img/target_6.png
19,1,170,lattice,4,w,img/target_2.png
19,1,171,lattice,6,b,img/target_6.png
19,1,172,lattice,8,i,img/target_8.png
19,1,173,lattice,9,p,img/target_10.png
19,1,174,lattice,7,u,img/target_7.png
19,1,175,lattice,9,p,img/target_10.png
19,1,176,lattice,7,u,img/target_7.png
19,1,177,lattice,9,p,img/target_10.png
19,1,178,lattice,0,q,img/target_1.png
19,1,179,lattice,2,o,img/target_9.png
19,1,180,lattice,0,q,img/target_1.png
19,1,181,lattice,9,p,img/target_10.png
19,1,182,lattice,7,u,img/target_7.png
19,1,183,lattice,8,i,img/target_8.png
19,1,184,lattice,0,q,img/target_1.png
19,1,185,lattice,1,v,img/target_5.png
19,1,186,lattice,2,o,img/target_9.png
19,1,187,lattice,0,q,img/target_1.png
19,1,188,lattice,8,i,img/target_8.png
19,1,189,lattice,0,q,img/target_1.png
19,1,190,lattice,9,p,img/target_10.png
19,1,191,lattice,1,v,img/target_5.png
19,1,192,lattice,9,p,img/target_10.png
19,1,193,lattice,1,v,img/target_5.png
19,1,194,lattice,3,e,img/target_3.png
19,1,195,lattice,1,v,img/target_5.png
19,1,196,lattice,0,q,img/target_1.png
19,1,197,lattice,8,i,img/target_8.png
19,1,198,lattice,0,q,img/target_1.png
19,1,199,lattice,8,i,img/target_8.png
19,1,200,lattice,7,u,img/target_7.png
19,1,201,lattice,6,b,img/target_6.png
19,1,202,lattice,5,r,img/target_4.png
19,1,203,lattice,3,e,img/target_3.png
19,1,204,lattice,4,w,img/target_2.png
19,1,205,lattice,2,o,img/target_9.png
19,1,206,lattice,1,v,img/target_5.png
19,1,207,lattice,3,e,img/target_3.png
19,1,208,lattice,2,o,img/target_9.png
19,1,209,lattice,1,v,img/target_5.png
19,1,210,lattice,3,e,img/target_3.png
19,1,211,lattice,2,o,img/target_9.png
19,1,212,lattice,0,q,img/target_1.png
19,1,213,lattice,8,i,img/target_8.png
19,1,214,lattice,9,p,img/target_10.png
19,1,215,lattice,8,i,img/target_8.png
19,1,216,lattice,7,u,img/target_7.png
19,1,217,lattice,8,i,img/target_8.png
19,1,218,lattice,6,b,img/target_6.png
19,1,219,lattice,7,u,img/target_7.png
19,1,220,lattice,9,p,img/target_10.png
19,1,221,lattice,1,v,img/target_5.png
19,1,222,lattice,2,o,img/target_9.png
19,1,223,lattice,0,q,img/target_1.png
19,1,224,lattice,8,i,img/target_8.png
19,1,225,lattice,7,u,img/target_7.png
19,1,226,lattice,6,b,img/target_6.png
19,1,227,lattice,8,i,img/target_8.png
19,1,228,lattice,7,u,img/target_7.png
19,1,229,lattice,6,b,img/target_6.png
19,1,230,lattice,5,r,img/target_4.png
19,1,231,lattice,4,w,img/target_2.png
19,1,232,lattice,6,b,img/target_6.png
19,1,233,lattice,5,r,img/target_4.png
19,1,234,lattice,6,b,img/target_6.png
19,1,235,lattice,4,w,img/target_2.png
19,1,236,lattice,5,r,img/target_4.png
19,1,237,lattice,6,b,img/target_6.png
19,1,238,lattice,8,i,img/target_8.png
19,1,239,lattice,9,p,img/target_10.png
19,1,240,lattice,7,u,img/target_7.png
19,1,241,lattice,9,p,img/target_10.png
19,1,242,lattice,1,v,img/target_5.png
19,1,243,lattice,3,e,img/target_3.png
19,1,244,lattice,1,v,img/target_5.png
19,1,245,lattice,0,q,img/target_1.png
19,1,246,lattice,9,p,img/target_10.png
19,1,247,lattice,8,i,img/target_8.png
19,1,248,lattice,7,u,img/target_7.png
19,1,249,lattice,6,b,img/target_6.png
19,1,250,lattice,4,w,img/target_2.png
19,1,251,lattice,5,r,img/target_4.png
19,1,252,lattice,3,e,img/target_3.png
19,1,253,lattice,5,r,img/target_4.png
19,1,254,lattice,4,w,img/target_2.png
19,1,255,lattice,3,e,img/target_3.png
19,1,256,lattice,5,r,img/target_4.png
19,1,257,lattice,4,w,img/target_2.png
19,1,258,lattice,5,r,img/target_4.png
19,1,259,lattice,7,u,img/target_7.png
19,1,260,lattice,6,b,img/target_6.png
19,1,261,lattice,5,r,img/target_4.png
19,1,262,lattice,7,u,img/target_7.png
19,1,263,lattice,8,i,img/target_8.png
19,1,264,lattice,0,q,img/target_1.png
19,1,265,lattice,1,v,img/target_5.png
19,1,266,lattice,3,e,img/target_3.png
