sID,imageNums,imageFilenames
34,1,img/target_2.png
34,2,img/target_1.png
34,3,img/target_10.png
34,4,img/target_5.png
34,5,img/target_6.png
34,6,img/target_4.png
34,7,img/target_8.png
34,8,img/target_9.png
34,9,img/target_3.png
34,10,img/target_7.png
