respL,graph,trialNum,path,pID,respR,walk,ISI_raw,correct_raw,onset_raw,resp_raw,rt_raw,order
"['s', 'f']",modular,937,img/target_11.png,48,"['j', 'l']",8,0.05000000074505806,1.0,868.3194580078125,"['f', 's']",0.8250381946563721,936.0
"['a', 's']",modular,938,img/target_6.png,48,"['space', 'j']",9,0.05000000074505806,1.0,869.2361450195312,"['a', 's']",0.6356868743896484,937.0
"['s', 'space']",modular,939,img/target_12.png,48,"['j', 'semicolon']",6,0.05000000074505806,1.0,869.9695434570312,"['s', 'space']",0.6790459156036377,938.0
"['s', 'd']",modular,940,img/target_10.png,48,"['j', 'k']",7,0.05000000074505806,1.0,870.7359008789062,"['d', 's']",0.6318762302398682,939.0
"['a', 'space']",modular,941,img/target_9.png,48,"['space', 'semicolon']",5,0.05000000074505806,1.0,871.4529418945312,"['a', 'space']",0.7394571304321289,940.0
"['s', 'd']",modular,942,img/target_10.png,48,"['j', 'k']",7,0.05000000074505806,1.0,872.2869262695312,"['d', 's']",0.6487710475921631,941.0
"['s', 'space']",modular,943,img/target_12.png,48,"['j', 'semicolon']",6,0.05000000074505806,1.0,873.0366821289062,"['s', 'space']",0.6918947696685791,942.0
"['a', 's']",modular,944,img/target_6.png,48,"['space', 'j']",9,0.05000000074505806,1.0,873.8197631835938,"['a', 's']",0.6206519603729248,943.0
"['s', 'f']",modular,945,img/target_11.png,48,"['j', 'l']",8,0.05000000074505806,1.0,874.5366821289062,"['f', 's']",0.9676289558410645,944.0
"['a', 's']",modular,946,img/target_6.png,48,"['space', 'j']",9,0.05000000074505806,1.0,875.602783203125,"['a', 's']",0.677638053894043,945.0
"['s', 'f']",modular,947,img/target_11.png,48,"['j', 'l']",8,0.05000000074505806,1.0,876.3704833984375,"['f', 's']",0.8939990997314453,946.0
