respL,graph,trialNum,path,pID,respR,walk,ISI_raw,correct_raw,onset_raw,resp_raw,rt_raw,order
"['s', 'd']",modular,948,img/target_10.png,48,"['j', 'k']",7,0.05000000074505806,1.0,877.3545532226562,"['d', 's']",0.549919843673706,947.0
"['a', 'space']",modular,949,img/target_9.png,48,"['space', 'semicolon']",5,0.05000000074505806,1.0,878.003662109375,"['a', 'space']",0.859745979309082,948.0
"['f', 'space']",modular,950,img/target_15.png,48,"['l', 'semicolon']",4,0.05000000074505806,1.0,878.953125,"['f', 'space']",0.7264220714569092,949.0
"['d', 'f']",modular,951,img/target_13.png,48,"['k', 'l']",2,0.05000000074505806,1.0,879.770263671875,"['d', 'f']",0.6290678977966309,950.0
"['a', 'd']",modular,952,img/target_7.png,48,"['space', 'k']",1,0.05000000074505806,1.0,880.4871826171875,"['a', 'd']",0.8250119686126709,951.0
"['d', 'space']",modular,953,img/target_14.png,48,"['k', 'semicolon']",0,0.05000000074505806,1.0,881.4041137695312,"['d', 'space']",0.6765720844268799,952.0
"['a', 's']",modular,954,img/target_6.png,48,"['space', 'j']",9,0.05000000074505806,0.0,882.1701049804688,"['a', 's']",0.5575370788574219,953.0
"['s', 'd']",modular,955,img/target_10.png,48,"['j', 'k']",7,0.05000000074505806,1.0,883.3712158203125,"['d', 's']",0.6519911289215088,954.0
"['s', 'space']",modular,956,img/target_12.png,48,"['j', 'semicolon']",6,0.05000000074505806,1.0,884.12109375,"['s', 'space']",0.7501909732818604,955.0
"['s', 'd']",modular,957,img/target_10.png,48,"['j', 'k']",7,0.05000000074505806,1.0,884.9711303710938,"['d', 's']",0.6680359840393066,956.0
"['a', 'space']",modular,958,img/target_9.png,48,"['space', 'semicolon']",5,0.05000000074505806,1.0,885.7378540039062,"['a', 'space']",0.6224069595336914,957.0
"['s', 'd']",modular,959,img/target_10.png,48,"['j', 'k']",7,0.05000000074505806,1.0,886.4542846679688,"['d', 's']",0.5473580360412598,958.0
"['s', 'space']",modular,960,img/target_12.png,48,"['j', 'semicolon']",6,0.05000000074505806,0.0,887.0879516601562,"['s', 'space']",0.5601310729980469,959.0
"['a', 'space']",modular,961,img/target_9.png,48,"['space', 'semicolon']",5,0.05000000074505806,1.0,887.97216796875,"['a', 'space']",0.7950050830841064,960.0
"['f', 'space']",modular,962,img/target_15.png,48,"['l', 'semicolon']",4,0.05000000074505806,1.0,888.8545532226562,"['f', 'space']",1.3444249629974365,961.0
"['a', 'f']",modular,963,img/target_8.png,48,"['space', 'l']",3,0.05000000074505806,1.0,890.2890014648438,"['a', 'f']",0.7512660026550293,962.0
"['f', 'space']",modular,964,img/target_15.png,48,"['l', 'semicolon']",4,0.05000000074505806,1.0,891.137451171875,"['f', 'space']",0.6775369644165039,963.0
"['d', 'f']",modular,965,img/target_13.png,48,"['k', 'l']",2,0.05000000074505806,0.0,891.9048461914062,"['d', 'f']",0.5822150707244873,964.0
"['a', 'd']",modular,966,img/target_7.png,48,"['space', 'k']",1,0.05000000074505806,1.0,892.954345703125,"['a', 'd']",0.6936981678009033,965.0
"['d', 'space']",modular,967,img/target_14.png,48,"['k', 'semicolon']",0,0.05000000074505806,1.0,893.7388916015625,"['d', 'space']",0.9642128944396973,966.0
"['a', 's']",modular,968,img/target_6.png,48,"['space', 'j']",9,0.05000000074505806,1.0,894.788330078125,"['a', 's']",0.7064940929412842,967.0
"['s', 'd']",modular,969,img/target_10.png,48,"['j', 'k']",7,0.05000000074505806,1.0,895.5887451171875,"['d', 's']",0.77091383934021,968.0
"['s', 'f']",modular,970,img/target_11.png,48,"['j', 'l']",8,0.05000000074505806,1.0,896.455322265625,"['f', 's']",0.8081889152526855,969.0
"['s', 'd']",modular,971,img/target_10.png,48,"['j', 'k']",7,0.05000000074505806,1.0,897.355712890625,"['d', 's']",0.707226037979126,970.0
"['a', 'space']",modular,972,img/target_9.png,48,"['space', 'semicolon']",5,0.05000000074505806,1.0,898.1547241210938,"['a', 'space']",1.1488301753997803,971.0
"['s', 'f']",modular,973,img/target_11.png,48,"['j', 'l']",8,0.05000000074505806,1.0,899.4058837890625,"['f', 's']",0.8567948341369629,972.0
"['a', 's']",modular,974,img/target_6.png,48,"['space', 'j']",9,0.05000000074505806,1.0,900.35546875,"['a', 's']",0.651231050491333,973.0
"['s', 'f']",modular,975,img/target_11.png,48,"['j', 'l']",8,0.05000000074505806,1.0,901.1057739257812,"['f', 's']",0.6929471492767334,974.0
"['a', 's']",modular,976,img/target_6.png,48,"['space', 'j']",9,0.05000000074505806,1.0,901.8892211914062,"['a', 's']",0.6295089721679688,975.0
"['s', 'space']",modular,977,img/target_12.png,48,"['j', 'semicolon']",6,0.05000000074505806,1.0,902.6063232421875,"['s', 'space']",0.9134829044342041,976.0
"['a', 'space']",modular,978,img/target_9.png,48,"['space', 'semicolon']",5,0.05000000074505806,1.0,903.606201171875,"['a', 'space']",0.8084261417388916,977.0
"['s', 'space']",modular,979,img/target_12.png,48,"['j', 'semicolon']",6,0.05000000074505806,1.0,904.5065307617188,"['s', 'space']",0.9007132053375244,978.0
"['s', 'f']",modular,980,img/target_11.png,48,"['j', 'l']",8,0.05000000074505806,1.0,905.5059204101562,"['f', 's']",1.1324429512023926,979.0
"['a', 's']",modular,981,img/target_6.png,48,"['space', 'j']",9,0.05000000074505806,1.0,906.739501953125,"['a', 's']",0.6533300876617432,980.0
"['d', 'space']",modular,982,img/target_14.png,48,"['k', 'semicolon']",0,0.05000000074505806,1.0,907.4893798828125,"['d', 'space']",0.8138151168823242,981.0
"['d', 'f']",modular,983,img/target_13.png,48,"['k', 'l']",2,0.05000000074505806,0.0,908.406005859375,"['d', 'f']",0.6243748664855957,982.0
"['d', 'space']",modular,984,img/target_14.png,48,"['k', 'semicolon']",0,0.05000000074505806,1.0,909.9227294921875,"['d', 'space']",0.7642378807067871,983.0
"['a', 's']",modular,985,img/target_6.png,48,"['space', 'j']",9,0.05000000074505806,1.0,910.78955078125,"['a', 's']",0.6486799716949463,984.0
"['s', 'space']",modular,986,img/target_12.png,48,"['j', 'semicolon']",6,0.05000000074505806,1.0,911.5398559570312,"['s', 'space']",0.7624979019165039,985.0
"['s', 'd']",modular,987,img/target_10.png,48,"['j', 'k']",7,0.05000000074505806,0.0,912.3905029296875,"['d', 's']",0.6556580066680908,986.0
"['a', 'space']",modular,988,img/target_9.png,48,"['space', 'semicolon']",5,0.05000000074505806,1.0,913.7402954101562,"['a', 'space']",0.762017011642456,987.0
"['s', 'f']",modular,989,img/target_11.png,48,"['j', 'l']",8,0.05000000074505806,1.0,914.5903930664062,"['f', 's']",0.5689902305603027,988.0
"['a', 's']",modular,990,img/target_6.png,48,"['space', 'j']",9,0.05000000074505806,1.0,915.2572021484375,"['a', 's']",0.6209158897399902,989.0
"['s', 'd']",modular,991,img/target_10.png,48,"['j', 'k']",7,0.05000000074505806,1.0,915.97314453125,"['d', 's']",0.6098320484161377,990.0
"['a', 'space']",modular,992,img/target_9.png,48,"['space', 'semicolon']",5,0.05000000074505806,1.0,916.6753540039062,"['a', 'space']",0.7146899700164795,991.0
"['s', 'space']",modular,993,img/target_12.png,48,"['j', 'semicolon']",6,0.05000000074505806,1.0,917.4901733398438,"['s', 'space']",0.8128631114959717,992.0
"['a', 's']",modular,994,img/target_6.png,48,"['space', 'j']",9,0.05000000074505806,0.0,918.3899536132812,"['a', 's']",0.5449860095977783,993.0
"['d', 'space']",modular,995,img/target_14.png,48,"['k', 'semicolon']",0,0.05000000074505806,1.0,919.5069580078125,"['d', 'space']",0.8999378681182861,994.0
"['d', 'f']",modular,996,img/target_13.png,48,"['k', 'l']",2,0.05000000074505806,1.0,920.5077514648438,"['d', 'f']",0.6511108875274658,995.0
"['a', 'd']",modular,997,img/target_7.png,48,"['space', 'k']",1,0.05000000074505806,1.0,921.2576904296875,"['a', 'd']",0.7641680240631104,996.0
"['d', 'space']",modular,998,img/target_14.png,48,"['k', 'semicolon']",0,0.05000000074505806,1.0,922.1249389648438,"['d', 'space']",0.8414180278778076,997.0
"['d', 'f']",modular,999,img/target_13.png,48,"['k', 'l']",2,0.05000000074505806,1.0,923.0573120117188,"['d', 'f']",0.6533470153808594,998.0
"['f', 'space']",modular,1000,img/target_15.png,48,"['l', 'semicolon']",4,0.05000000074505806,1.0,923.8074951171875,"['f', 'space']",0.8143219947814941,999.0

extraInfo
START,1.38282775879e-05
END,924.718876839
