sID,imageNums,imageFilenames
8,1,img/target_5.png
8,2,img/target_4.png
8,3,img/target_2.png
8,4,img/target_9.png
8,5,img/target_7.png
8,6,img/target_3.png
8,7,img/target_10.png
8,8,img/target_8.png
8,9,img/target_6.png
8,10,img/target_1.png
