pID,sess,trialNum,graph,walk,resp,path
14,2,1,modular,1,e,img/target_3.png
14,2,2,modular,0,v,img/target_5.png
14,2,3,modular,2,o,img/target_9.png
14,2,4,modular,1,e,img/target_3.png
14,2,5,modular,3,r,img/target_4.png
14,2,6,modular,4,b,img/target_6.png
14,2,7,modular,3,r,img/target_4.png
14,2,8,modular,0,v,img/target_5.png
14,2,9,modular,1,e,img/target_3.png
14,2,10,modular,3,r,img/target_4.png
14,2,11,modular,0,v,img/target_5.png
14,2,12,modular,9,p,img/target_10.png
14,2,13,modular,0,v,img/target_5.png
14,2,14,modular,9,p,img/target_10.png
14,2,15,modular,7,u,img/target_7.png
14,2,16,modular,9,p,img/target_10.png
14,2,17,modular,8,q,img/target_1.png
14,2,18,modular,9,p,img/target_10.png
14,2,19,modular,7,u,img/target_7.png
14,2,20,modular,5,i,img/target_8.png
14,2,21,modular,8,q,img/target_1.png
14,2,22,modular,9,p,img/target_10.png
14,2,23,modular,6,w,img/target_2.png
14,2,24,modular,5,i,img/target_8.png
14,2,25,modular,6,w,img/target_2.png
14,2,26,modular,7,u,img/target_7.png
14,2,27,modular,9,p,img/target_10.png
14,2,28,modular,8,q,img/target_1.png
14,2,29,modular,5,i,img/target_8.png
14,2,30,modular,6,w,img/target_2.png
14,2,31,modular,9,p,img/target_10.png
14,2,32,modular,0,v,img/target_5.png
14,2,33,modular,9,p,img/target_10.png
14,2,34,modular,0,v,img/target_5.png
14,2,35,modular,9,p,img/target_10.png
14,2,36,modular,7,u,img/target_7.png
14,2,37,modular,6,w,img/target_2.png
14,2,38,modular,7,u,img/target_7.png
14,2,39,modular,6,w,img/target_2.png
14,2,40,modular,9,p,img/target_10.png
14,2,41,modular,0,v,img/target_5.png
14,2,42,modular,9,p,img/target_10.png
14,2,43,modular,8,q,img/target_1.png
14,2,44,modular,7,u,img/target_7.png
14,2,45,modular,5,i,img/target_8.png
14,2,46,modular,6,w,img/target_2.png
14,2,47,modular,9,p,img/target_10.png
14,2,48,modular,8,q,img/target_1.png
14,2,49,modular,5,i,img/target_8.png
14,2,50,modular,7,u,img/target_7.png
14,2,51,modular,6,w,img/target_2.png
14,2,52,modular,8,q,img/target_1.png
14,2,53,modular,6,w,img/target_2.png
14,2,54,modular,5,i,img/target_8.png
14,2,55,modular,7,u,img/target_7.png
14,2,56,modular,6,w,img/target_2.png
14,2,57,modular,7,u,img/target_7.png
14,2,58,modular,9,p,img/target_10.png
14,2,59,modular,8,q,img/target_1.png
14,2,60,modular,7,u,img/target_7.png
14,2,61,modular,6,w,img/target_2.png
14,2,62,modular,8,q,img/target_1.png
14,2,63,modular,5,i,img/target_8.png
14,2,64,modular,7,u,img/target_7.png
14,2,65,modular,5,i,img/target_8.png
14,2,66,modular,6,w,img/target_2.png
14,2,67,modular,5,i,img/target_8.png
14,2,68,modular,8,q,img/target_1.png
14,2,69,modular,9,p,img/target_10.png
14,2,70,modular,8,q,img/target_1.png
14,2,71,modular,7,u,img/target_7.png
14,2,72,modular,8,q,img/target_1.png
14,2,73,modular,7,u,img/target_7.png
14,2,74,modular,8,q,img/target_1.png
14,2,75,modular,6,w,img/target_2.png
14,2,76,modular,7,u,img/target_7.png
14,2,77,modular,9,p,img/target_10.png
14,2,78,modular,8,q,img/target_1.png
14,2,79,modular,5,i,img/target_8.png
14,2,80,modular,8,q,img/target_1.png
14,2,81,modular,9,p,img/target_10.png
14,2,82,modular,6,w,img/target_2.png
14,2,83,modular,8,q,img/target_1.png
14,2,84,modular,6,w,img/target_2.png
14,2,85,modular,5,i,img/target_8.png
14,2,86,modular,7,u,img/target_7.png
14,2,87,modular,5,i,img/target_8.png
14,2,88,modular,8,q,img/target_1.png
14,2,89,modular,9,p,img/target_10.png
14,2,90,modular,0,v,img/target_5.png
14,2,91,modular,1,e,img/target_3.png
14,2,92,modular,4,b,img/target_6.png
