sID,imageNums,imageFilenames
14,1,img/target_3.png
14,2,img/target_9.png
14,3,img/target_4.png
14,4,img/target_6.png
14,5,img/target_8.png
14,6,img/target_2.png
14,7,img/target_7.png
14,8,img/target_1.png
14,9,img/target_10.png
14,10,img/target_5.png
