pID,trialNum,walk,respR,respL,path
31,1,1,"['space', 'l']","['a', 'f']",img/target_8.png
31,2,2,"['space', 'k']","['a', 'd']",img/target_7.png
31,3,3,"['j', 'l']","['s', 'f']",img/target_11.png
31,4,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
31,5,5,"['k', 'l']","['d', 'f']",img/target_13.png
31,6,6,"['j', 'k']","['s', 'd']",img/target_10.png
31,7,7,"['space', 'j']","['a', 's']",img/target_6.png
31,8,8,"['l', 'semicolon']","['f', 'space']",img/target_15.png
31,9,9,"['space', 'semicolon']","['a', 'space']",img/target_9.png
31,10,10,"['k', 'semicolon']","['d', 'space']",img/target_14.png
