sID,imageNums,imageFilenames
60,1,img/target_2.png
60,2,img/target_5.png
60,3,img/target_8.png
60,4,img/target_1.png
60,5,img/target_6.png
60,6,img/target_9.png
60,7,img/target_4.png
60,8,img/target_10.png
60,9,img/target_3.png
60,10,img/target_7.png
