sID,imageNums,imageFilenames
2,1,img/target_7.png
2,2,img/target_1.png
2,3,img/target_4.png
2,4,img/target_9.png
2,5,img/target_3.png
2,6,img/target_8.png
2,7,img/target_5.png
2,8,img/target_6.png
2,9,img/target_10.png
2,10,img/target_2.png
