pID,trialNum,graph,walk,resp,path
2,355,modular,3,r,img/target_4.png
2,356,modular,0,w,img/target_2.png
2,357,modular,3,r,img/target_4.png
2,358,modular,1,u,img/target_7.png
2,359,modular,3,r,img/target_4.png
2,360,modular,4,o,img/target_9.png
2,361,modular,5,e,img/target_3.png
2,362,modular,8,b,img/target_6.png
2,363,modular,5,e,img/target_3.png
2,364,modular,6,i,img/target_8.png
2,365,modular,9,p,img/target_10.png
2,366,modular,8,b,img/target_6.png
2,367,modular,7,v,img/target_5.png
2,368,modular,8,b,img/target_6.png
2,369,modular,7,v,img/target_5.png
2,370,modular,5,e,img/target_3.png
2,371,modular,8,b,img/target_6.png
2,372,modular,7,v,img/target_5.png
2,373,modular,6,i,img/target_8.png
2,374,modular,5,e,img/target_3.png
2,375,modular,6,i,img/target_8.png
2,376,modular,5,e,img/target_3.png
2,377,modular,4,o,img/target_9.png
2,378,modular,5,e,img/target_3.png
2,379,modular,4,o,img/target_9.png
2,380,modular,5,e,img/target_3.png
2,381,modular,7,v,img/target_5.png
2,382,modular,6,i,img/target_8.png
2,383,modular,7,v,img/target_5.png
2,384,modular,9,p,img/target_10.png
2,385,modular,6,i,img/target_8.png
2,386,modular,5,e,img/target_3.png
2,387,modular,6,i,img/target_8.png
2,388,modular,7,v,img/target_5.png
2,389,modular,8,b,img/target_6.png
2,390,modular,7,v,img/target_5.png
2,391,modular,9,p,img/target_10.png
2,392,modular,0,w,img/target_2.png
2,393,modular,3,r,img/target_4.png
2,394,modular,0,w,img/target_2.png
2,395,modular,3,r,img/target_4.png
2,396,modular,4,o,img/target_9.png
2,397,modular,5,e,img/target_3.png
2,398,modular,8,b,img/target_6.png
2,399,modular,7,v,img/target_5.png
2,400,modular,8,b,img/target_6.png
2,401,modular,7,v,img/target_5.png
2,402,modular,5,e,img/target_3.png
2,403,modular,4,o,img/target_9.png
2,404,modular,2,q,img/target_1.png
2,405,modular,3,r,img/target_4.png
2,406,modular,0,w,img/target_2.png
2,407,modular,1,u,img/target_7.png
2,408,modular,3,r,img/target_4.png
2,409,modular,1,u,img/target_7.png
2,410,modular,4,o,img/target_9.png
2,411,modular,3,r,img/target_4.png
2,412,modular,2,q,img/target_1.png
2,413,modular,4,o,img/target_9.png
2,414,modular,5,e,img/target_3.png
2,415,modular,7,v,img/target_5.png
2,416,modular,5,e,img/target_3.png
2,417,modular,8,b,img/target_6.png
2,418,modular,5,e,img/target_3.png
2,419,modular,7,v,img/target_5.png
2,420,modular,8,b,img/target_6.png
2,421,modular,7,v,img/target_5.png
2,422,modular,5,e,img/target_3.png
2,423,modular,8,b,img/target_6.png
2,424,modular,5,e,img/target_3.png
2,425,modular,6,i,img/target_8.png
2,426,modular,7,v,img/target_5.png
2,427,modular,6,i,img/target_8.png
2,428,modular,8,b,img/target_6.png
2,429,modular,7,v,img/target_5.png
2,430,modular,6,i,img/target_8.png
2,431,modular,7,v,img/target_5.png
2,432,modular,6,i,img/target_8.png
2,433,modular,8,b,img/target_6.png
2,434,modular,5,e,img/target_3.png
2,435,modular,8,b,img/target_6.png
