sID,imageNums,imageFilenames
20,1,img/target_3.png
20,2,img/target_5.png
20,3,img/target_4.png
20,4,img/target_10.png
20,5,img/target_2.png
20,6,img/target_1.png
20,7,img/target_6.png
20,8,img/target_8.png
20,9,img/target_9.png
20,10,img/target_7.png
