sID,imageNums,imageFilenames
7,1,img/target_8.png
7,2,img/target_3.png
7,3,img/target_6.png
7,4,img/target_5.png
7,5,img/target_4.png
7,6,img/target_7.png
7,7,img/target_2.png
7,8,img/target_9.png
7,9,img/target_1.png
7,10,img/target_10.png
