sID,imageNums,imageFilenames
5,1,img/target_4.png
5,2,img/target_6.png
5,3,img/target_8.png
5,4,img/target_2.png
5,5,img/target_10.png
5,6,img/target_3.png
5,7,img/target_7.png
5,8,img/target_5.png
5,9,img/target_9.png
5,10,img/target_1.png
