pID,trialNum,walk,respR,respL,path
9,1,1,"['space', 'k']","['a', 'd']",img/target_7.png
9,2,2,"['j', 'k']","['s', 'd']",img/target_10.png
9,3,3,"['j', 'l']","['s', 'f']",img/target_11.png
9,4,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
9,5,5,"['space', 'j']","['a', 's']",img/target_6.png
9,6,6,"['k', 'semicolon']","['d', 'space']",img/target_14.png
9,7,7,"['l', 'semicolon']","['f', 'space']",img/target_15.png
9,8,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
9,9,9,"['k', 'l']","['d', 'f']",img/target_13.png
9,10,10,"['space', 'l']","['a', 'f']",img/target_8.png
