pID,trialNum,walk,respR,respL,path
4,1,1,"['l', 'semicolon']","['f', 'space']",img/target_15.png
4,2,2,"['space', 'j']","['a', 's']",img/target_6.png
4,3,3,"['space', 'semicolon']","['a', 'space']",img/target_9.png
4,4,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
4,5,5,"['j', 'k']","['s', 'd']",img/target_10.png
4,6,6,"['space', 'l']","['a', 'f']",img/target_8.png
4,7,7,"['space', 'k']","['a', 'd']",img/target_7.png
4,8,8,"['j', 'l']","['s', 'f']",img/target_11.png
4,9,9,"['k', 'l']","['d', 'f']",img/target_13.png
4,10,10,"['k', 'semicolon']","['d', 'space']",img/target_14.png
