sID,imageNums,imageFilenames
38,1,img/target_1.png
38,2,img/target_8.png
38,3,img/target_3.png
38,4,img/target_2.png
38,5,img/target_6.png
38,6,img/target_10.png
38,7,img/target_9.png
38,8,img/target_7.png
38,9,img/target_5.png
38,10,img/target_4.png
