sID,imageNums,imageFilenames
21,1,img/target_8.png
21,2,img/target_5.png
21,3,img/target_3.png
21,4,img/target_4.png
21,5,img/target_7.png
21,6,img/target_2.png
21,7,img/target_1.png
21,8,img/target_6.png
21,9,img/target_10.png
21,10,img/target_9.png
