sID,imageNums,imageFilenames
52,1,img/target_7.png
52,2,img/target_3.png
52,3,img/target_9.png
52,4,img/target_5.png
52,5,img/target_8.png
52,6,img/target_6.png
52,7,img/target_1.png
52,8,img/target_4.png
52,9,img/target_10.png
52,10,img/target_2.png
