pID,trialNum,walk,respR,respL,path
24,1,1,"['space', 'k']","['a', 'd']",img/target_7.png
24,2,2,"['space', 'semicolon']","['a', 'space']",img/target_9.png
24,3,3,"['space', 'j']","['a', 's']",img/target_6.png
24,4,4,"['k', 'l']","['d', 'f']",img/target_13.png
24,5,5,"['space', 'l']","['a', 'f']",img/target_8.png
24,6,6,"['j', 'semicolon']","['s', 'space']",img/target_12.png
24,7,7,"['j', 'k']","['s', 'd']",img/target_10.png
24,8,8,"['k', 'semicolon']","['d', 'space']",img/target_14.png
24,9,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
24,10,10,"['j', 'l']","['s', 'f']",img/target_11.png
