sID,imageNums,imageFilenames
42,1,img/target_6.png
42,2,img/target_9.png
42,3,img/target_4.png
42,4,img/target_1.png
42,5,img/target_7.png
42,6,img/target_5.png
42,7,img/target_3.png
42,8,img/target_8.png
42,9,img/target_10.png
42,10,img/target_2.png
