sID,imageNums,imageFilenames
35,1,img/target_4.png
35,2,img/target_7.png
35,3,img/target_10.png
35,4,img/target_8.png
35,5,img/target_5.png
35,6,img/target_9.png
35,7,img/target_3.png
35,8,img/target_6.png
35,9,img/target_1.png
35,10,img/target_2.png
