pID,sess,trialNum,graph,walk,resp,path
32,3,1,modular,6,r,img/target_4.png
32,3,2,modular,8,w,img/target_2.png
32,3,3,modular,5,p,img/target_10.png
32,3,4,modular,6,r,img/target_4.png
32,3,5,modular,8,w,img/target_2.png
32,3,6,modular,7,q,img/target_1.png
32,3,7,modular,9,e,img/target_3.png
32,3,8,modular,7,q,img/target_1.png
32,3,9,modular,5,p,img/target_10.png
32,3,10,modular,6,r,img/target_4.png
32,3,11,modular,9,e,img/target_3.png
32,3,12,modular,0,u,img/target_7.png
32,3,13,modular,2,o,img/target_9.png
32,3,14,modular,1,i,img/target_8.png
32,3,15,modular,4,b,img/target_6.png
32,3,16,modular,3,v,img/target_5.png
32,3,17,modular,0,u,img/target_7.png
32,3,18,modular,3,v,img/target_5.png
32,3,19,modular,1,i,img/target_8.png
32,3,20,modular,3,v,img/target_5.png
32,3,21,modular,4,b,img/target_6.png
32,3,22,modular,3,v,img/target_5.png
32,3,23,modular,2,o,img/target_9.png
32,3,24,modular,3,v,img/target_5.png
32,3,25,modular,0,u,img/target_7.png
32,3,26,modular,3,v,img/target_5.png
32,3,27,modular,2,o,img/target_9.png
32,3,28,modular,1,i,img/target_8.png
32,3,29,modular,4,b,img/target_6.png
32,3,30,modular,5,p,img/target_10.png
32,3,31,modular,8,w,img/target_2.png
32,3,32,modular,5,p,img/target_10.png
32,3,33,modular,7,q,img/target_1.png
32,3,34,modular,6,r,img/target_4.png
32,3,35,modular,5,p,img/target_10.png
32,3,36,modular,6,r,img/target_4.png
32,3,37,modular,7,q,img/target_1.png
32,3,38,modular,9,e,img/target_3.png
32,3,39,modular,0,u,img/target_7.png
32,3,40,modular,9,e,img/target_3.png
32,3,41,modular,0,u,img/target_7.png
32,3,42,modular,2,o,img/target_9.png
32,3,43,modular,1,i,img/target_8.png
32,3,44,modular,4,b,img/target_6.png
32,3,45,modular,1,i,img/target_8.png
32,3,46,modular,2,o,img/target_9.png
32,3,47,modular,3,v,img/target_5.png
32,3,48,modular,1,i,img/target_8.png
32,3,49,modular,4,b,img/target_6.png
32,3,50,modular,3,v,img/target_5.png
32,3,51,modular,4,b,img/target_6.png
32,3,52,modular,5,p,img/target_10.png
32,3,53,modular,7,q,img/target_1.png
32,3,54,modular,6,r,img/target_4.png
32,3,55,modular,7,q,img/target_1.png
32,3,56,modular,5,p,img/target_10.png
32,3,57,modular,8,w,img/target_2.png
32,3,58,modular,6,r,img/target_4.png
32,3,59,modular,9,e,img/target_3.png
32,3,60,modular,8,w,img/target_2.png
32,3,61,modular,9,e,img/target_3.png
32,3,62,modular,7,q,img/target_1.png
32,3,63,modular,6,r,img/target_4.png
32,3,64,modular,8,w,img/target_2.png
32,3,65,modular,5,p,img/target_10.png
32,3,66,modular,8,w,img/target_2.png
32,3,67,modular,9,e,img/target_3.png
32,3,68,modular,6,r,img/target_4.png
32,3,69,modular,8,w,img/target_2.png
32,3,70,modular,6,r,img/target_4.png
32,3,71,modular,9,e,img/target_3.png
32,3,72,modular,8,w,img/target_2.png
32,3,73,modular,9,e,img/target_3.png
32,3,74,modular,8,w,img/target_2.png
32,3,75,modular,6,r,img/target_4.png
32,3,76,modular,9,e,img/target_3.png
32,3,77,modular,8,w,img/target_2.png
32,3,78,modular,6,r,img/target_4.png
32,3,79,modular,9,e,img/target_3.png
32,3,80,modular,0,u,img/target_7.png
32,3,81,modular,1,i,img/target_8.png
32,3,82,modular,0,u,img/target_7.png
32,3,83,modular,2,o,img/target_9.png
32,3,84,modular,0,u,img/target_7.png
32,3,85,modular,2,o,img/target_9.png
32,3,86,modular,1,i,img/target_8.png
32,3,87,modular,3,v,img/target_5.png
32,3,88,modular,0,u,img/target_7.png
32,3,89,modular,1,i,img/target_8.png
32,3,90,modular,4,b,img/target_6.png
32,3,91,modular,2,o,img/target_9.png
32,3,92,modular,0,u,img/target_7.png
