sID,imageNums,imageFilenames
32,1,img/target_8.png
32,2,img/target_9.png
32,3,img/target_5.png
32,4,img/target_6.png
32,5,img/target_10.png
32,6,img/target_4.png
32,7,img/target_1.png
32,8,img/target_2.png
32,9,img/target_3.png
32,10,img/target_7.png
