sID,imageNums,imageFilenames
17,1,img/target_7.png
17,2,img/target_3.png
17,3,img/target_8.png
17,4,img/target_1.png
17,5,img/target_6.png
17,6,img/target_2.png
17,7,img/target_9.png
17,8,img/target_10.png
17,9,img/target_4.png
17,10,img/target_5.png
