sID,imageNums,imageFilenames
6,1,img/target_10.png
6,2,img/target_4.png
6,3,img/target_7.png
6,4,img/target_6.png
6,5,img/target_8.png
6,6,img/target_3.png
6,7,img/target_9.png
6,8,img/target_5.png
6,9,img/target_2.png
6,10,img/target_1.png
