sID,imageNums,imageFilenames
43,1,img/target_9.png
43,2,img/target_7.png
43,3,img/target_10.png
43,4,img/target_6.png
43,5,img/target_8.png
43,6,img/target_4.png
43,7,img/target_2.png
43,8,img/target_3.png
43,9,img/target_5.png
43,10,img/target_1.png
