pID,sess,trialNum,graph,walk,resp,path
44,3,1,modular,6,w,img/target_2.png
44,3,2,modular,9,e,img/target_3.png
44,3,3,modular,8,q,img/target_1.png
44,3,4,modular,6,w,img/target_2.png
44,3,5,modular,5,o,img/target_9.png
44,3,6,modular,8,q,img/target_1.png
44,3,7,modular,9,e,img/target_3.png
44,3,8,modular,6,w,img/target_2.png
44,3,9,modular,9,e,img/target_3.png
44,3,10,modular,7,b,img/target_6.png
44,3,11,modular,8,q,img/target_1.png
44,3,12,modular,9,e,img/target_3.png
44,3,13,modular,6,w,img/target_2.png
44,3,14,modular,7,b,img/target_6.png
44,3,15,modular,5,o,img/target_9.png
44,3,16,modular,7,b,img/target_6.png
44,3,17,modular,9,e,img/target_3.png
44,3,18,modular,6,w,img/target_2.png
44,3,19,modular,5,o,img/target_9.png
44,3,20,modular,6,w,img/target_2.png
44,3,21,modular,9,e,img/target_3.png
44,3,22,modular,7,b,img/target_6.png
44,3,23,modular,8,q,img/target_1.png
44,3,24,modular,7,b,img/target_6.png
44,3,25,modular,9,e,img/target_3.png
44,3,26,modular,0,u,img/target_7.png
44,3,27,modular,3,v,img/target_5.png
44,3,28,modular,2,p,img/target_10.png
44,3,29,modular,1,i,img/target_8.png
44,3,30,modular,3,v,img/target_5.png
44,3,31,modular,2,p,img/target_10.png
44,3,32,modular,4,r,img/target_4.png
44,3,33,modular,2,p,img/target_10.png
44,3,34,modular,1,i,img/target_8.png
44,3,35,modular,3,v,img/target_5.png
44,3,36,modular,4,r,img/target_4.png
44,3,37,modular,1,i,img/target_8.png
44,3,38,modular,2,p,img/target_10.png
44,3,39,modular,0,u,img/target_7.png
44,3,40,modular,2,p,img/target_10.png
44,3,41,modular,0,u,img/target_7.png
44,3,42,modular,2,p,img/target_10.png
44,3,43,modular,0,u,img/target_7.png
44,3,44,modular,2,p,img/target_10.png
44,3,45,modular,0,u,img/target_7.png
44,3,46,modular,9,e,img/target_3.png
44,3,47,modular,8,q,img/target_1.png
44,3,48,modular,6,w,img/target_2.png
44,3,49,modular,9,e,img/target_3.png
44,3,50,modular,6,w,img/target_2.png
44,3,51,modular,9,e,img/target_3.png
44,3,52,modular,0,u,img/target_7.png
44,3,53,modular,3,v,img/target_5.png
44,3,54,modular,0,u,img/target_7.png
44,3,55,modular,2,p,img/target_10.png
44,3,56,modular,3,v,img/target_5.png
44,3,57,modular,0,u,img/target_7.png
44,3,58,modular,2,p,img/target_10.png
44,3,59,modular,3,v,img/target_5.png
44,3,60,modular,4,r,img/target_4.png
44,3,61,modular,3,v,img/target_5.png
44,3,62,modular,1,i,img/target_8.png
44,3,63,modular,0,u,img/target_7.png
44,3,64,modular,3,v,img/target_5.png
44,3,65,modular,2,p,img/target_10.png
44,3,66,modular,3,v,img/target_5.png
44,3,67,modular,2,p,img/target_10.png
44,3,68,modular,0,u,img/target_7.png
44,3,69,modular,2,p,img/target_10.png
44,3,70,modular,3,v,img/target_5.png
44,3,71,modular,1,i,img/target_8.png
44,3,72,modular,3,v,img/target_5.png
44,3,73,modular,1,i,img/target_8.png
44,3,74,modular,2,p,img/target_10.png
44,3,75,modular,0,u,img/target_7.png
44,3,76,modular,3,v,img/target_5.png
