sID,imageNums,imageFilenames
58,1,img/target_1.png
58,2,img/target_7.png
58,3,img/target_4.png
58,4,img/target_6.png
58,5,img/target_5.png
58,6,img/target_9.png
58,7,img/target_3.png
58,8,img/target_2.png
58,9,img/target_8.png
58,10,img/target_10.png
