pID,sess,trialNum,graph,walk,resp,path
15,2,1,lattice,3,p,img/target_10.png
15,2,2,lattice,5,i,img/target_8.png
15,2,3,lattice,4,u,img/target_7.png
15,2,4,lattice,2,q,img/target_1.png
15,2,5,lattice,1,w,img/target_2.png
15,2,6,lattice,0,e,img/target_3.png
15,2,7,lattice,9,o,img/target_9.png
15,2,8,lattice,8,r,img/target_4.png
15,2,9,lattice,7,b,img/target_6.png
15,2,10,lattice,8,r,img/target_4.png
15,2,11,lattice,6,v,img/target_5.png
15,2,12,lattice,5,i,img/target_8.png
15,2,13,lattice,4,u,img/target_7.png
15,2,14,lattice,6,v,img/target_5.png
15,2,15,lattice,8,r,img/target_4.png
15,2,16,lattice,6,v,img/target_5.png
15,2,17,lattice,4,u,img/target_7.png
15,2,18,lattice,6,v,img/target_5.png
15,2,19,lattice,5,i,img/target_8.png
15,2,20,lattice,4,u,img/target_7.png
15,2,21,lattice,5,i,img/target_8.png
15,2,22,lattice,4,u,img/target_7.png
15,2,23,lattice,6,v,img/target_5.png
15,2,24,lattice,8,r,img/target_4.png
15,2,25,lattice,0,e,img/target_3.png
15,2,26,lattice,9,o,img/target_9.png
15,2,27,lattice,8,r,img/target_4.png
15,2,28,lattice,9,o,img/target_9.png
15,2,29,lattice,1,w,img/target_2.png
15,2,30,lattice,2,q,img/target_1.png
15,2,31,lattice,1,w,img/target_2.png
15,2,32,lattice,0,e,img/target_3.png
15,2,33,lattice,2,q,img/target_1.png
15,2,34,lattice,4,u,img/target_7.png
15,2,35,lattice,6,v,img/target_5.png
15,2,36,lattice,8,r,img/target_4.png
15,2,37,lattice,7,b,img/target_6.png
15,2,38,lattice,9,o,img/target_9.png
15,2,39,lattice,0,e,img/target_3.png
15,2,40,lattice,2,q,img/target_1.png
15,2,41,lattice,1,w,img/target_2.png
15,2,42,lattice,2,q,img/target_1.png
15,2,43,lattice,4,u,img/target_7.png
15,2,44,lattice,2,q,img/target_1.png
15,2,45,lattice,1,w,img/target_2.png
15,2,46,lattice,9,o,img/target_9.png
15,2,47,lattice,0,e,img/target_3.png
15,2,48,lattice,2,q,img/target_1.png
15,2,49,lattice,4,u,img/target_7.png
15,2,50,lattice,6,v,img/target_5.png
