sID,imageNums,imageFilenames
15,1,img/target_2.png
15,2,img/target_1.png
15,3,img/target_10.png
15,4,img/target_7.png
15,5,img/target_8.png
15,6,img/target_5.png
15,7,img/target_6.png
15,8,img/target_4.png
15,9,img/target_9.png
15,10,img/target_3.png
