sID,imageNums,imageFilenames
24,1,img/target_8.png
24,2,img/target_6.png
24,3,img/target_1.png
24,4,img/target_7.png
24,5,img/target_4.png
24,6,img/target_5.png
24,7,img/target_3.png
24,8,img/target_9.png
24,9,img/target_2.png
24,10,img/target_10.png
