graph,trialNum,resp,path,pID,walk,ISI_raw,correct_raw,onset_raw,resp_raw,rt_raw,typing_raw,order
lattice,1,w,img/target_2.png,3,6,0.05000000074505806,1.0,0.010724067687988281,['w'],5.8484907150268555,d,0.0
lattice,2,e,img/target_3.png,3,5,0.05000000074505806,1.0,5.963221073150635,['e'],1.1910400390625,d,1.0
lattice,3,w,img/target_2.png,3,6,0.05000000074505806,1.0,7.256169319152832,['w'],1.426088809967041,d,2.0
lattice,4,b,img/target_6.png,3,7,0.05000000074505806,1.0,8.781882286071777,['b'],1.4051659107208252,d,3.0
lattice,5,o,img/target_9.png,3,9,0.05000000074505806,1.0,10.295912742614746,['o'],1.2182130813598633,d,4.0
lattice,6,v,img/target_5.png,3,1,0.05000000074505806,1.0,11.613025665283203,['v'],2.7818830013275146,d,5.0
lattice,7,o,img/target_9.png,3,9,0.05000000074505806,0.0,14.491045951843262,['o'],3.726901054382324,d,6.0
lattice,8,r,img/target_4.png,3,8,0.05000000074505806,1.0,18.296396255493164,['r'],1.802582025527954,d,7.0
lattice,9,p,img/target_10.png,3,0,0.05000000074505806,0.0,20.196273803710938,['p'],3.381286859512329,d,8.0
lattice,10,u,img/target_7.png,3,2,0.05000000074505806,1.0,23.664196014404297,['u'],3.4665520191192627,d,9.0
lattice,11,i,img/target_8.png,3,4,0.05000000074505806,0.0,27.226802825927734,['i'],3.8794829845428467,d,10.0
lattice,12,u,img/target_7.png,3,2,0.05000000074505806,1.0,31.191299438476562,['u'],1.6825029850006104,d,11.0
lattice,13,v,img/target_5.png,3,1,0.05000000074505806,1.0,32.975425720214844,['v'],2.1938259601593018,d,12.0
lattice,14,p,img/target_10.png,3,0,0.05000000074505806,0.0,35.25879669189453,['p'],3.111193895339966,d,13.0
lattice,15,r,img/target_4.png,3,8,0.05000000074505806,1.0,38.45907211303711,['r'],1.5660817623138428,d,14.0
lattice,16,w,img/target_2.png,3,6,0.05000000074505806,1.0,40.12682342529297,['w'],2.9473187923431396,d,15.0
lattice,17,b,img/target_6.png,3,7,0.05000000074505806,1.0,43.17656707763672,['b'],1.5202460289001465,d,16.0
lattice,18,o,img/target_9.png,3,9,0.05000000074505806,1.0,44.79343032836914,['o'],1.679438829421997,d,17.0
lattice,19,b,img/target_6.png,3,7,0.05000000074505806,1.0,46.5759391784668,['b'],2.4496240615844727,d,18.0
lattice,20,e,img/target_3.png,3,5,0.05000000074505806,0.0,49.14369201660156,['e'],2.0812859535217285,d,19.0
lattice,21,b,img/target_6.png,3,7,0.05000000074505806,1.0,51.309932708740234,['b'],2.5954859256744385,d,20.0
lattice,22,o,img/target_9.png,3,9,0.05000000074505806,0.0,54.02728271484375,['o'],2.526409864425659,d,21.0
lattice,23,p,img/target_10.png,3,0,0.05000000074505806,1.0,56.64364242553711,['p'],1.0847229957580566,d,22.0
lattice,24,v,img/target_5.png,3,1,0.05000000074505806,1.0,57.8277473449707,['v'],1.621412992477417,d,23.0
lattice,25,q,img/target_1.png,3,3,0.05000000074505806,1.0,59.55042266845703,['q'],1.3306469917297363,d,24.0
lattice,26,v,img/target_5.png,3,1,0.05000000074505806,1.0,60.99463653564453,['v'],1.3743019104003906,d,25.0
lattice,27,u,img/target_7.png,3,2,0.05000000074505806,0.0,62.4614143371582,['u'],3.867743968963623,d,26.0
lattice,28,i,img/target_8.png,3,4,0.05000000074505806,1.0,66.41556549072266,['i'],1.265779972076416,d,27.0
lattice,29,e,img/target_3.png,3,5,0.05000000074505806,0.0,67.77777099609375,['e'],2.3022799491882324,d,28.0
lattice,30,q,img/target_1.png,3,3,0.05000000074505806,1.0,70.1614990234375,['q'],1.9515430927276611,d,29.0
lattice,31,e,img/target_3.png,3,5,0.05000000074505806,1.0,72.2117919921875,['e'],2.4288530349731445,d,30.0
lattice,32,q,img/target_1.png,3,3,0.05000000074505806,1.0,74.74539184570312,['q'],1.494225025177002,d,31.0
lattice,33,e,img/target_3.png,3,5,0.05000000074505806,1.0,76.3293685913086,['e'],1.7752580642700195,d,32.0
lattice,34,i,img/target_8.png,3,4,0.05000000074505806,0.0,78.21231079101562,['i'],2.8989710807800293,d,33.0
lattice,35,u,img/target_7.png,3,2,0.05000000074505806,1.0,81.19622039794922,['u'],1.147428035736084,d,34.0
lattice,36,p,img/target_10.png,3,0,0.05000000074505806,1.0,82.44596862792969,['p'],1.1547539234161377,d,35.0
lattice,37,v,img/target_5.png,3,1,0.05000000074505806,1.0,83.69735717773438,['v'],1.1421570777893066,d,36.0
lattice,38,u,img/target_7.png,3,2,0.05000000074505806,0.0,84.93077850341797,['u'],2.6045889854431152,d,37.0
lattice,39,i,img/target_8.png,3,4,0.05000000074505806,1.0,87.61324310302734,['i'],1.139359951019287,d,38.0
lattice,40,e,img/target_3.png,3,5,0.05000000074505806,1.0,88.84759521484375,['e'],1.4876210689544678,d,39.0
lattice,41,b,img/target_6.png,3,7,0.05000000074505806,1.0,90.43058013916016,['b'],1.2256240844726562,d,40.0
lattice,42,o,img/target_9.png,3,9,0.05000000074505806,0.0,91.76365661621094,['o'],2.971165895462036,d,41.0
lattice,43,v,img/target_5.png,3,1,0.05000000074505806,1.0,94.81510162353516,['v'],1.1041429042816162,d,42.0
lattice,44,p,img/target_10.png,3,0,0.05000000074505806,1.0,96.01498413085938,['p'],1.2400338649749756,d,43.0
lattice,45,r,img/target_4.png,3,8,0.05000000074505806,0.0,97.34751892089844,['r'],2.107419013977051,d,44.0
lattice,46,b,img/target_6.png,3,7,0.05000000074505806,1.0,99.5322265625,['b'],2.091728925704956,d,45.0
lattice,47,e,img/target_3.png,3,5,0.05000000074505806,1.0,101.7316665649414,['e'],1.4679760932922363,d,46.0
lattice,48,b,img/target_6.png,3,7,0.05000000074505806,1.0,103.30318450927734,['b'],1.448854923248291,d,47.0
lattice,49,o,img/target_9.png,3,9,0.05000000074505806,0.0,104.84915161132812,['o'],2.2222540378570557,d,48.0
lattice,50,v,img/target_5.png,3,1,0.05000000074505806,1.0,107.1484603881836,['v'],1.0912139415740967,d,49.0
lattice,51,p,img/target_10.png,3,0,0.05000000074505806,1.0,108.33197784423828,['p'],1.0996229648590088,d,50.0
lattice,52,o,img/target_9.png,3,9,0.05000000074505806,1.0,109.53656768798828,['o'],2.086962938308716,d,51.0
lattice,53,b,img/target_6.png,3,7,0.05000000074505806,1.0,111.71625518798828,['b'],1.5147709846496582,d,52.0
lattice,54,e,img/target_3.png,3,5,0.05000000074505806,1.0,113.33257293701172,['e'],1.371009111404419,d,53.0
lattice,55,q,img/target_1.png,3,3,0.05000000074505806,1.0,114.7999038696289,['q'],1.1911568641662598,d,54.0
lattice,56,i,img/target_8.png,3,4,0.05000000074505806,0.0,116.08305358886719,['i'],2.428515911102295,d,55.0
lattice,57,e,img/target_3.png,3,5,0.05000000074505806,0.0,118.59974670410156,['e'],1.9514930248260498,d,56.0
lattice,58,b,img/target_6.png,3,7,0.05000000074505806,1.0,120.63308715820312,['b'],0.957719087600708,d,57.0
lattice,59,e,img/target_3.png,3,5,0.05000000074505806,1.0,121.68376159667969,['e'],1.635699987411499,d,58.0
lattice,60,i,img/target_8.png,3,4,0.05000000074505806,0.0,123.41771697998047,['i'],2.557529926300049,d,59.0
lattice,61,e,img/target_3.png,3,5,0.05000000074505806,1.0,126.05073547363281,['e'],1.5472221374511719,d,60.0
lattice,62,q,img/target_1.png,3,3,0.05000000074505806,1.0,127.70016479492188,['q'],1.378741979598999,d,61.0
lattice,63,i,img/target_8.png,3,4,0.05000000074505806,0.0,129.183837890625,['i'],1.9499680995941162,d,62.0
lattice,64,q,img/target_1.png,3,3,0.05000000074505806,1.0,131.21913146972656,['q'],0.5798728466033936,d,63.0
lattice,65,v,img/target_5.png,3,1,0.05000000074505806,1.0,131.90065002441406,['v'],0.9930760860443115,d,64.0
lattice,66,q,img/target_1.png,3,3,0.05000000074505806,1.0,132.9849853515625,['q'],0.7499630451202393,d,65.0
lattice,67,i,img/target_8.png,3,4,0.05000000074505806,0.0,133.83522033691406,['i'],1.9152858257293701,d,66.0
lattice,68,e,img/target_3.png,3,5,0.05000000074505806,1.0,135.83554077148438,['e'],1.426988124847412,d,67.0
lattice,69,q,img/target_1.png,3,3,0.05000000074505806,1.0,137.36888122558594,['q'],1.3572912216186523,d,68.0
lattice,70,i,img/target_8.png,3,4,0.05000000074505806,0.0,138.81884765625,['i'],2.4032812118530273,d,69.0
lattice,71,e,img/target_3.png,3,5,0.05000000074505806,1.0,141.303466796875,['e'],1.1661159992218018,d,70.0
lattice,72,q,img/target_1.png,3,3,0.05000000074505806,1.0,142.56851196289062,['q'],1.0531558990478516,d,71.0
lattice,73,u,img/target_7.png,3,2,0.05000000074505806,1.0,143.71946716308594,['u'],1.3820240497589111,d,72.0
lattice,74,v,img/target_5.png,3,1,0.05000000074505806,1.0,145.20315551757812,['v'],1.0912420749664307,d,73.0
lattice,75,u,img/target_7.png,3,2,0.05000000074505806,1.0,146.38575744628906,['u'],0.9077520370483398,d,74.0
lattice,76,p,img/target_10.png,3,0,0.05000000074505806,0.0,147.3860321044922,['p'],1.811255931854248,d,75.0
lattice,77,r,img/target_4.png,3,8,0.05000000074505806,1.0,149.28582763671875,['r'],1.2724828720092773,d,76.0
lattice,78,o,img/target_9.png,3,9,0.05000000074505806,0.0,150.65402221679688,['o'],3.062999963760376,d,77.0
lattice,79,v,img/target_5.png,3,1,0.05000000074505806,1.0,153.80490112304688,['v'],0.9771490097045898,d,78.0
lattice,80,q,img/target_1.png,3,3,0.05000000074505806,1.0,154.8869171142578,['q'],1.1992249488830566,d,79.0
lattice,81,e,img/target_3.png,3,5,0.05000000074505806,0.0,156.18641662597656,['e'],2.59493088722229,d,80.0
lattice,82,b,img/target_6.png,3,7,0.05000000074505806,1.0,158.8702850341797,['b'],1.2395350933074951,d,81.0
lattice,83,e,img/target_3.png,3,5,0.05000000074505806,0.0,160.20472717285156,['e'],2.4010181427001953,d,82.0
lattice,84,w,img/target_2.png,3,6,0.05000000074505806,1.0,162.6874542236328,['w'],1.3492751121520996,d,83.0
lattice,85,r,img/target_4.png,3,8,0.05000000074505806,1.0,164.13792419433594,['r'],1.0909168720245361,d,84.0
lattice,86,o,img/target_9.png,3,9,0.05000000074505806,0.0,165.32156372070312,['o'],2.3388919830322266,d,85.0
