graph,trialNum,resp,path,pID,walk,ISI_raw,correct_raw,onset_raw,resp_raw,rt_raw,typing_raw,order
modular,1,u,img/target_7.png,2,1,0.05000000074505806,1.0,0.009602785110473633,['u'],0.7150030136108398,a,0.0
modular,2,o,img/target_9.png,2,4,0.05000000074505806,1.0,0.8289408683776855,['o'],0.5590629577636719,a,1.0
modular,3,q,img/target_1.png,2,2,0.05000000074505806,1.0,1.477963924407959,['q'],0.7252628803253174,a,2.0
modular,4,w,img/target_2.png,2,0,0.05000000074505806,1.0,2.292271852493286,['w'],0.5679459571838379,a,3.0
modular,5,p,img/target_10.png,2,9,0.05000000074505806,1.0,2.961610794067383,['p'],0.5212600231170654,a,4.0
modular,6,v,img/target_5.png,2,7,0.05000000074505806,1.0,3.5777018070220947,['v'],0.6178231239318848,a,5.0
modular,7,b,img/target_6.png,2,8,0.05000000074505806,1.0,4.295251846313477,['b'],0.46070098876953125,a,6.0
modular,8,v,img/target_5.png,2,7,0.05000000074505806,1.0,4.8564910888671875,['v'],0.5713000297546387,a,7.0
modular,9,e,img/target_3.png,2,5,0.05000000074505806,1.0,5.527458190917969,['e'],0.6031589508056641,a,8.0
modular,10,v,img/target_5.png,2,7,0.05000000074505806,1.0,6.222927093505859,['v'],0.5567431449890137,a,9.0
modular,11,i,img/target_8.png,2,6,0.05000000074505806,1.0,6.878765106201172,['i'],0.5247049331665039,a,10.0
modular,12,e,img/target_3.png,2,5,0.05000000074505806,1.0,7.489529609680176,['e'],0.657912015914917,a,11.0
modular,13,b,img/target_6.png,2,8,0.05000000074505806,1.0,8.240118980407715,['b'],0.6276669502258301,a,12.0
modular,14,p,img/target_10.png,2,9,0.05000000074505806,1.0,8.95626163482666,['p'],0.49420905113220215,a,13.0
modular,15,i,img/target_8.png,2,6,0.05000000074505806,1.0,9.539642333984375,['i'],0.5991690158843994,a,14.0
modular,16,e,img/target_3.png,2,5,0.05000000074505806,1.0,10.239362716674805,['e'],0.8358309268951416,a,15.0
modular,17,v,img/target_5.png,2,7,0.05000000074505806,1.0,11.176922798156738,['v'],0.4895660877227783,a,16.0
modular,18,b,img/target_6.png,2,8,0.05000000074505806,1.0,11.757080078125,['b'],0.43750715255737305,a,17.0
modular,19,e,img/target_3.png,2,5,0.05000000074505806,1.0,12.290483474731445,['e'],0.5279660224914551,a,18.0
modular,20,i,img/target_8.png,2,6,0.05000000074505806,1.0,12.907401084899902,['i'],0.6401240825653076,a,19.0
modular,21,b,img/target_6.png,2,8,0.05000000074505806,1.0,13.640301704406738,['b'],0.5699779987335205,a,20.0
modular,22,v,img/target_5.png,2,7,0.05000000074505806,1.0,14.306183815002441,['v'],0.44049906730651855,a,21.0
modular,23,e,img/target_3.png,2,5,0.05000000074505806,1.0,14.840299606323242,['e'],0.5057530403137207,a,22.0
modular,24,o,img/target_9.png,2,4,0.05000000074505806,1.0,15.446012496948242,['o'],0.6601669788360596,a,23.0
modular,25,u,img/target_7.png,2,1,0.05000000074505806,1.0,16.195173263549805,['u'],0.6469771862030029,a,24.0
modular,26,w,img/target_2.png,2,0,0.05000000074505806,1.0,16.940975189208984,['w'],1.0130529403686523,a,25.0
modular,27,u,img/target_7.png,2,1,0.05000000074505806,1.0,18.039901733398438,['u'],0.5468771457672119,a,26.0
modular,28,r,img/target_4.png,2,3,0.05000000074505806,1.0,18.678491592407227,['r'],0.7165060043334961,a,27.0
modular,29,q,img/target_1.png,2,2,0.05000000074505806,1.0,19.49236297607422,['q'],0.49348998069763184,a,28.0
modular,30,u,img/target_7.png,2,1,0.05000000074505806,1.0,20.074066162109375,['u'],0.6803538799285889,a,29.0
modular,31,o,img/target_9.png,2,4,0.05000000074505806,1.0,20.83997344970703,['o'],0.6177449226379395,a,30.0
modular,32,u,img/target_7.png,2,1,0.05000000074505806,1.0,21.557445526123047,['u'],0.5882530212402344,a,31.0
modular,33,o,img/target_9.png,2,4,0.05000000074505806,1.0,22.242015838623047,['o'],0.5445818901062012,a,32.0
modular,34,e,img/target_3.png,2,5,0.05000000074505806,1.0,22.875885009765625,['e'],0.7824149131774902,a,33.0
modular,35,b,img/target_6.png,2,8,0.05000000074505806,1.0,23.757646560668945,['b'],0.5888011455535889,a,34.0
modular,36,i,img/target_8.png,2,6,0.05000000074505806,1.0,24.440670013427734,['i'],0.5529978275299072,a,35.0
modular,37,e,img/target_3.png,2,5,0.05000000074505806,1.0,25.091230392456055,['e'],1.1833181381225586,a,36.0
modular,38,b,img/target_6.png,2,8,0.05000000074505806,1.0,26.374752044677734,['b'],0.5077390670776367,a,37.0
modular,39,e,img/target_3.png,2,5,0.05000000074505806,1.0,26.974422454833984,['e'],0.43491697311401367,a,38.0
modular,40,o,img/target_9.png,2,4,0.05000000074505806,1.0,27.50796127319336,['o'],0.5184078216552734,a,39.0
modular,41,u,img/target_7.png,2,1,0.05000000074505806,1.0,28.124984741210938,['u'],0.47731614112854004,a,40.0
modular,42,r,img/target_4.png,2,3,0.05000000074505806,1.0,28.691011428833008,['r'],0.5102670192718506,a,41.0
modular,43,w,img/target_2.png,2,0,0.05000000074505806,1.0,29.290748596191406,['w'],0.47977304458618164,a,42.0
modular,44,q,img/target_1.png,2,2,0.05000000074505806,1.0,29.858230590820312,['q'],0.48020315170288086,a,43.0
modular,45,w,img/target_2.png,2,0,0.05000000074505806,1.0,30.440664291381836,['w'],0.4976351261138916,a,44.0
modular,46,u,img/target_7.png,2,1,0.05000000074505806,1.0,31.024690628051758,['u'],0.4483630657196045,a,45.0
modular,47,o,img/target_9.png,2,4,0.05000000074505806,1.0,31.55809783935547,['o'],0.48365306854248047,a,46.0
modular,48,q,img/target_1.png,2,2,0.05000000074505806,1.0,32.14154815673828,['q'],0.779547929763794,a,47.0
modular,49,u,img/target_7.png,2,1,0.05000000074505806,1.0,33.00728988647461,['u'],0.5296239852905273,a,48.0
modular,50,r,img/target_4.png,2,3,0.05000000074505806,0.0,33.62518310546875,['r'],1.3447918891906738,a,49.0
modular,51,u,img/target_7.png,2,1,0.05000000074505806,1.0,35.043739318847656,['u'],0.6451351642608643,a,50.0
modular,52,q,img/target_1.png,2,2,0.05000000074505806,1.0,35.77474594116211,['q'],0.49895596504211426,a,51.0
