path,resp,trialNum,pID,walk,ISI_raw,correct_raw,onset_raw,resp_raw,rt_raw,order
img/target_5_prac.png,v,1,3,1,0.05000000074505806,1.0,0.01243281364440918,['v'],,0.0
img/target_7_prac.png,u,2,3,2,0.05000000074505806,1.0,1.646028995513916,['u'],,1.0
img/target_1_prac.png,q,3,3,3,0.05000000074505806,1.0,3.0097930431365967,['q'],,2.0
img/target_8_prac.png,i,4,3,4,0.05000000074505806,1.0,4.695321083068848,['i'],,3.0
img/target_3_prac.png,e,5,3,5,0.05000000074505806,1.0,6.212037086486816,['e'],,4.0
img/target_2_prac.png,w,6,3,6,0.05000000074505806,1.0,7.597328186035156,['w'],,5.0
img/target_6_prac.png,b,7,3,7,0.05000000074505806,1.0,9.126087188720703,['b'],,6.0
img/target_4_prac.png,r,8,3,8,0.05000000074505806,1.0,10.263002395629883,['r'],,7.0
img/target_9_prac.png,o,9,3,9,0.05000000074505806,1.0,11.629829406738281,['o'],,8.0
img/target_10_prac.png,p,10,3,10,0.05000000074505806,1.0,13.126571655273438,['p'],,9.0
