path,resp,trialNum,pID,walk,ISI_raw,correct_raw,onset_raw,resp_raw,rt_raw,order
img/target_5_prac.png,v,1,1,1,0.05000000074505806,1.0,0.012624025344848633,['v'],,0.0
img/target_1_prac.png,q,2,1,2,0.05000000074505806,1.0,8.196439743041992,['q'],,1.0
img/target_9_prac.png,o,3,1,3,0.05000000074505806,1.0,9.128764152526855,['o'],,2.0
img/target_2_prac.png,w,4,1,4,0.05000000074505806,1.0,10.731353759765625,['w'],,3.0
img/target_8_prac.png,i,5,1,5,0.05000000074505806,1.0,11.895227432250977,['i'],,4.0
img/target_10_prac.png,p,6,1,6,0.05000000074505806,1.0,13.296876907348633,['p'],,5.0
img/target_3_prac.png,e,7,1,7,0.05000000074505806,0.0,14.577522277832031,['e'],,6.0
img/target_7_prac.png,u,8,1,8,0.05000000074505806,1.0,18.129669189453125,['u'],,7.0
img/target_4_prac.png,r,9,1,9,0.05000000074505806,1.0,19.412281036376953,['r'],,8.0
img/target_6_prac.png,b,10,1,10,0.05000000074505806,1.0,20.381044387817383,['b'],,9.0
