graph,trialNum,resp,path,pID,walk,ISI_raw,correct_raw,onset_raw,resp_raw,rt_raw,typing_raw,order
modular,1,b,img/target_6.png,4,5,0.05000000074505806,1.0,0.009989023208618164,['b'],0.8812339305877686,b,0.0
modular,2,o,img/target_9.png,4,8,0.05000000074505806,1.0,1.0016140937805176,['o'],0.802825927734375,b,1.0
modular,3,e,img/target_3.png,4,7,0.05000000074505806,1.0,1.9040241241455078,['e'],0.8357479572296143,b,2.0
modular,4,v,img/target_5.png,4,6,0.05000000074505806,1.0,2.838050127029419,['v'],0.6129930019378662,b,3.0
modular,5,b,img/target_6.png,4,5,0.05000000074505806,1.0,3.547614097595215,['b'],0.4804060459136963,b,4.0
modular,6,o,img/target_9.png,4,8,0.05000000074505806,1.0,4.132535934448242,['o'],0.6711809635162354,b,5.0
modular,7,v,img/target_5.png,4,6,0.05000000074505806,1.0,4.899248123168945,['v'],0.48899102210998535,b,6.0
modular,8,e,img/target_3.png,4,7,0.05000000074505806,1.0,5.482555389404297,['e'],0.7616159915924072,b,7.0
modular,9,o,img/target_9.png,4,8,0.05000000074505806,1.0,6.347774982452393,['o'],0.5351731777191162,b,8.0
modular,10,v,img/target_5.png,4,6,0.05000000074505806,1.0,6.982422828674316,['v'],0.5017979145050049,b,9.0
modular,11,e,img/target_3.png,4,7,0.05000000074505806,1.0,7.5824971199035645,['e'],0.7167758941650391,b,10.0
modular,12,v,img/target_5.png,4,6,0.05000000074505806,1.0,8.398590087890625,['v'],0.45351099967956543,b,11.0
modular,13,b,img/target_6.png,4,5,0.05000000074505806,1.0,8.949209213256836,['b'],0.5658111572265625,b,12.0
modular,14,p,img/target_10.png,4,4,0.05000000074505806,1.0,9.6209716796875,['p'],0.45385289192199707,b,13.0
modular,15,i,img/target_8.png,4,3,0.05000000074505806,1.0,10.17108154296875,['i'],0.728550910949707,b,14.0
modular,16,r,img/target_4.png,4,1,0.05000000074505806,1.0,11.02137565612793,['r'],0.6064820289611816,b,15.0
modular,17,i,img/target_8.png,4,3,0.05000000074505806,0.0,11.732601165771484,['i'],0.7513778209686279,b,16.0
modular,18,u,img/target_7.png,4,0,0.05000000074505806,1.0,12.572309494018555,['u'],0.710564136505127,b,17.0
modular,19,q,img/target_1.png,4,2,0.05000000074505806,1.0,13.404814720153809,['q'],0.613969087600708,b,18.0
modular,20,p,img/target_10.png,4,4,0.05000000074505806,1.0,14.116150856018066,['p'],0.5984349250793457,b,19.0
modular,21,q,img/target_1.png,4,2,0.05000000074505806,1.0,14.816405296325684,['q'],0.4590339660644531,b,20.0
modular,22,u,img/target_7.png,4,0,0.05000000074505806,1.0,15.366586685180664,['u'],0.4761497974395752,b,21.0
modular,23,i,img/target_8.png,4,3,0.05000000074505806,1.0,15.932687759399414,['i'],0.5342381000518799,b,22.0
modular,24,u,img/target_7.png,4,0,0.05000000074505806,1.0,16.565876007080078,['u'],0.43770790100097656,b,23.0
modular,25,r,img/target_4.png,4,1,0.05000000074505806,1.0,17.10001564025879,['r'],0.4628109931945801,b,24.0
modular,26,q,img/target_1.png,4,2,0.05000000074505806,1.0,17.66679573059082,['q'],0.5443160533905029,b,25.0
modular,27,i,img/target_8.png,4,3,0.05000000074505806,1.0,18.31681251525879,['i'],0.44605112075805664,b,26.0
modular,28,p,img/target_10.png,4,4,0.05000000074505806,1.0,18.866506576538086,['p'],0.5284769535064697,b,27.0
modular,29,q,img/target_1.png,4,2,0.05000000074505806,1.0,19.500581741333008,['q'],0.4709510803222656,b,28.0
modular,30,i,img/target_8.png,4,3,0.05000000074505806,0.0,20.066255569458008,['i'],1.1281659603118896,b,29.0
modular,31,r,img/target_4.png,4,1,0.05000000074505806,1.0,21.266845703125,['r'],0.608910083770752,b,30.0
modular,32,q,img/target_1.png,4,2,0.05000000074505806,1.0,21.983253479003906,['q'],0.8203370571136475,b,31.0
modular,33,p,img/target_10.png,4,4,0.05000000074505806,1.0,22.900413513183594,['p'],0.4705820083618164,b,32.0
modular,34,r,img/target_4.png,4,1,0.05000000074505806,1.0,23.467082977294922,['r'],0.4957289695739746,b,33.0
modular,35,p,img/target_10.png,4,4,0.05000000074505806,1.0,24.065887451171875,['p'],0.4657559394836426,b,34.0
modular,36,r,img/target_4.png,4,1,0.05000000074505806,1.0,24.63419532775879,['r'],0.6250870227813721,b,35.0
modular,37,q,img/target_1.png,4,2,0.05000000074505806,1.0,25.367231369018555,['q'],0.45139288902282715,b,36.0
modular,38,p,img/target_10.png,4,4,0.05000000074505806,1.0,25.91623878479004,['p'],0.5750441551208496,b,37.0
modular,39,b,img/target_6.png,4,5,0.05000000074505806,1.0,26.58342933654785,['b'],0.49941396713256836,b,38.0
modular,40,o,img/target_9.png,4,8,0.05000000074505806,1.0,27.1832332611084,['o'],0.7070460319519043,b,39.0
modular,41,v,img/target_5.png,4,6,0.05000000074505806,1.0,27.984085083007812,['v'],0.4512159824371338,b,40.0
modular,42,w,img/target_2.png,4,9,0.05000000074505806,1.0,28.53902244567871,['w'],0.6324169635772705,b,41.0
modular,43,v,img/target_5.png,4,6,0.05000000074505806,1.0,29.266599655151367,['v'],0.4645400047302246,b,42.0
modular,44,b,img/target_6.png,4,5,0.05000000074505806,1.0,29.83330535888672,['b'],0.4729280471801758,b,43.0
modular,45,v,img/target_5.png,4,6,0.05000000074505806,1.0,30.40056610107422,['v'],0.4347879886627197,b,44.0
modular,46,b,img/target_6.png,4,5,0.05000000074505806,0.0,30.934368133544922,['b'],0.40470099449157715,b,45.0
