graph,trialNum,resp,path,pID,walk,ISI_raw,correct_raw,onset_raw,resp_raw,rt_raw,typing_raw,order
lattice,738,u,img/target_7.png,1,8,0.05000000074505806,0.0,1165.6490478515625,['u'],1.1856000423431396,a,737.0
lattice,739,p,img/target_10.png,1,6,0.05000000074505806,1.0,1166.9163818359375,['p'],0.6693651676177979,a,738.0
lattice,740,u,img/target_7.png,1,8,0.05000000074505806,1.0,1167.6829833984375,['u'],0.6465868949890137,a,739.0
lattice,741,r,img/target_4.png,1,9,0.05000000074505806,1.0,1168.4161376953125,['r'],0.7383499145507812,a,740.0
lattice,742,v,img/target_5.png,1,1,0.05000000074505806,1.0,1169.2489013671875,['v'],0.9607851505279541,a,741.0
lattice,743,r,img/target_4.png,1,9,0.05000000074505806,1.0,1170.299560546875,['r'],0.8061850070953369,a,742.0
lattice,744,b,img/target_6.png,1,0,0.05000000074505806,1.0,1171.2008056640625,['b'],1.049180030822754,a,743.0
lattice,745,q,img/target_1.png,1,2,0.05000000074505806,1.0,1172.3509521484375,['q'],0.731450080871582,a,744.0
lattice,746,w,img/target_2.png,1,4,0.05000000074505806,1.0,1173.183349609375,['w'],1.2670249938964844,a,745.0
lattice,747,p,img/target_10.png,1,6,0.05000000074505806,1.0,1174.5498046875,['p'],1.0760109424591064,a,746.0
lattice,748,i,img/target_8.png,1,5,0.05000000074505806,1.0,1175.717041015625,['i'],0.7083539962768555,a,747.0
lattice,749,o,img/target_9.png,1,3,0.05000000074505806,1.0,1176.516845703125,['o'],0.6696450710296631,a,748.0
lattice,750,w,img/target_2.png,1,4,0.05000000074505806,1.0,1177.2838134765625,['w'],0.9263789653778076,a,749.0
lattice,751,q,img/target_1.png,1,2,0.05000000074505806,1.0,1231.4671630859375,['q'],3.22883677482605,a,750.0
lattice,752,v,img/target_5.png,1,1,0.05000000074505806,1.0,1234.7896728515625,['v'],2.1139659881591797,a,751.0
lattice,753,b,img/target_6.png,1,0,0.05000000074505806,1.0,1236.9901123046875,['b'],0.7378458976745605,a,752.0
lattice,754,v,img/target_5.png,1,1,0.05000000074505806,1.0,1237.823486328125,['v'],0.36809301376342773,a,753.0
lattice,755,o,img/target_9.png,1,3,0.05000000074505806,0.0,1238.2900390625,['o'],5.733148097991943,a,754.0
lattice,756,i,img/target_8.png,1,5,0.05000000074505806,1.0,1244.1065673828125,['i'],1.4609098434448242,a,755.0
lattice,757,o,img/target_9.png,1,3,0.05000000074505806,1.0,1245.6561279296875,['o'],0.6316509246826172,a,756.0
lattice,758,i,img/target_8.png,1,5,0.05000000074505806,1.0,1246.389892578125,['i'],0.4893310070037842,a,757.0
lattice,759,e,img/target_3.png,1,7,0.05000000074505806,1.0,1246.97412109375,['e'],0.6181950569152832,a,758.0
lattice,760,u,img/target_7.png,1,8,0.05000000074505806,1.0,1247.689453125,['u'],1.2614800930023193,a,759.0
lattice,761,r,img/target_4.png,1,9,0.05000000074505806,1.0,1249.0400390625,['r'],0.759178876876831,a,760.0
lattice,762,u,img/target_7.png,1,8,0.05000000074505806,0.0,1249.890625,['u'],1.1321330070495605,a,761.0
lattice,763,e,img/target_3.png,1,7,0.05000000074505806,1.0,1251.0924072265625,['e'],0.9626898765563965,a,762.0
lattice,764,u,img/target_7.png,1,8,0.05000000074505806,1.0,1252.139892578125,['u'],0.5392899513244629,a,763.0
lattice,765,p,img/target_10.png,1,6,0.05000000074505806,1.0,1252.7734375,['p'],0.825653076171875,a,764.0
lattice,766,i,img/target_8.png,1,5,0.05000000074505806,1.0,1253.69287109375,['i'],0.7779059410095215,a,765.0
lattice,767,w,img/target_2.png,1,4,0.05000000074505806,1.0,1254.557373046875,['w'],0.8183631896972656,a,766.0
lattice,768,i,img/target_8.png,1,5,0.05000000074505806,1.0,1255.47412109375,['i'],1.0608680248260498,a,767.0
lattice,769,o,img/target_9.png,1,3,0.05000000074505806,1.0,1256.62646484375,['o'],0.8043408393859863,a,768.0
