sess,graph,trialNum,resp,path,pID,walk,ISI_raw,correct_raw,onset_raw,resp_raw,rt_raw,typing_raw,order
2,modular,202,b,img/target_6.png,60,5,,,,'--',,'--',
2,modular,203,q,img/target_1.png,60,4,,,,'--',,'--',
2,modular,204,i,img/target_8.png,60,3,,,,'--',,'--',
2,modular,205,q,img/target_1.png,60,4,,,,'--',,'--',
2,modular,206,i,img/target_8.png,60,3,,,,'--',,'--',
2,modular,207,q,img/target_1.png,60,4,,,,'--',,'--',
2,modular,208,b,img/target_6.png,60,5,,,,'--',,'--',
2,modular,209,p,img/target_10.png,60,8,,,,'--',,'--',
2,modular,210,r,img/target_4.png,60,7,,,,'--',,'--',
2,modular,211,b,img/target_6.png,60,5,,,,'--',,'--',
2,modular,212,q,img/target_1.png,60,4,,,,'--',,'--',
2,modular,213,v,img/target_5.png,60,2,,,,'--',,'--',
2,modular,214,i,img/target_8.png,60,3,,,,'--',,'--',
2,modular,215,v,img/target_5.png,60,2,,,,'--',,'--',
2,modular,216,q,img/target_1.png,60,4,,,,'--',,'--',
2,modular,217,w,img/target_2.png,60,1,,,,'--',,'--',
2,modular,218,q,img/target_1.png,60,4,,,,'--',,'--',
2,modular,219,v,img/target_5.png,60,2,,,,'--',,'--',
2,modular,220,q,img/target_1.png,60,4,,,,'--',,'--',
2,modular,221,i,img/target_8.png,60,3,,,,'--',,'--',
2,modular,222,q,img/target_1.png,60,4,,,,'--',,'--',
2,modular,223,b,img/target_6.png,60,5,,,,'--',,'--',
2,modular,224,q,img/target_1.png,60,4,,,,'--',,'--',
2,modular,225,b,img/target_6.png,60,5,,,,'--',,'--',
2,modular,226,q,img/target_1.png,60,4,,,,'--',,'--',
