pID,trialNum,walk,respR,respL,path
15,1,1,"['space', 'j']","['a', 's']",img/target_6.png
15,2,2,"['space', 'l']","['a', 'f']",img/target_8.png
15,3,3,"['space', 'k']","['a', 'd']",img/target_7.png
15,4,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
15,5,5,"['space', 'semicolon']","['a', 'space']",img/target_9.png
15,6,6,"['j', 'k']","['s', 'd']",img/target_10.png
15,7,7,"['j', 'l']","['s', 'f']",img/target_11.png
15,8,8,"['l', 'semicolon']","['f', 'space']",img/target_15.png
15,9,9,"['j', 'semicolon']","['s', 'space']",img/target_12.png
15,10,10,"['k', 'l']","['d', 'f']",img/target_13.png
